Id,title,original_language,vote_count,vote_average
5697,Broadcast News,en,194,6.8
5698,Ju-on: The Grudge,ja,371,6.7
5699,Nick of Time,en,379,6.1
5700,Make It Happen,en,207,5.9
5701,All The Freckles In The World,es,43,5.3
5702,Murder by Numbers,en,567,6.1
5703,Singularity,en,100,3.6
5704,Quadrophenia,en,127,7.3
5705,The Grifters,en,198,6.7
5706,Red Dawn,en,398,6.4
5707,Scooby-Doo! and the Loch Ness Monster,en,139,6.7
5708,The Omega Man,en,265,6.2
5709,The Void,en,608,5.8
5710,The Kid,en,107,6
5711,Amour,fr,886,7.8
5712,Bringing Up Baby,en,462,7.7
5713,East of Eden,en,373,7.7
5714,Pat Garrett & Billy the Kid,en,165,7.2
5715,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,ja,44,6.9
5716,Odio l'estate,it,197,7.4
5717,Marvel One-Shot: Agent Carter,en,391,7.5
5718,Superman/Shazam!: The Return of Black Adam,en,176,7.2
5719,Wild Orchid,en,117,4.8
5720,The Man with the Iron Fists 2,en,134,5.4
5721,Uncle Drew,en,279,6.5
5722,Europa Report,en,817,6.2
5723,Stick It,en,339,6.7
5724,Flightplan,en,1496,6.3
5725,Exposed,en,289,4.7
5726,Elektra,en,1385,4.8
5727,Paris Can Wait,en,118,5.5
5728,Wishmaster,en,244,5.8
5729,My Neighbors the Yamadas,ja,183,7
5730,Hey Arnold! The Movie,en,156,5.6
5731,Dr. Dolittle 3,en,259,4.9
5732,Frequency,en,960,7.2
5733,High Tension,fr,655,6.7
5734,Lego Scooby-Doo!: Haunted Hollywood,en,79,6.4
5735,New Jack City,en,251,6.6
5736,Never Grow Old,en,69,6
5737,Homeward Bound II: Lost in San Francisco,en,247,6.3
5738,Shaolin,cn,185,6.6
5739,Starship Troopers: Traitor of Mars,en,135,5.6
5740,Stargate SG-1: Children of the Gods,en,101,7.3
5741,One Piece: Clockwork Island Adventure,ja,89,6.8
5742,The Assassination of Richard Nixon,en,164,6.7
5743,Dead Rising: Watchtower,en,224,5.1
5744,Hostel: Part II,en,1097,5.7
5745,The Gendarme in New York,fr,262,6.3
5746,Chloe,en,1069,5.9
5747,Fanboys,en,522,6.2
5748,The Windermere Children,en,14,7.5
5749,Rounders,en,985,7
5750,Spider-Man 2,en,9286,7
5751,Partly Cloudy,en,621,7.8
5752,Fright Night,en,616,7
5753,The Death & Life of John F. Donovan,en,391,7.2
5754,Pretty Baby,en,103,6.5
5755,Loving Annabelle,en,164,6.4
5756,Barbie: The Pearl Princess,en,163,6.7
5757,The Wedding Planner,en,999,5.8
5758,Breaking and Entering,en,126,6.3
5759,The Doors,en,640,6.9
5760,Instinct,en,344,6.4
5761,Lions for Lambs,en,437,6.1
5762,Don't Speak,en,7,6.1
5763,13th,en,327,8.1
5764,Bad Santa 2,en,475,5.3
5765,The Hollars,en,165,6.4
5766,I Love You, Man,en,1024,6.5
5767,Yu-Gi-Oh! The Movie,en,165,5.7
5768,Doc Hollywood,en,297,6.2
5769,Good Kill,en,350,6
5770,Ibiza,fr,101,5.7
5771,The Prom,en,0,0
5772,28 Days,en,496,6.1
5773,The Devil's Double,en,331,6.7
5774,To Be or Not to Be,en,298,7.9
5775,The Merchant of Venice,en,345,6.8
5776,Black Water,en,102,5.1
5777,Revenge of the Pink Panther,en,217,6.6
5778,Trash,pt,392,7.1
5779,One Direction: This Is Us,en,412,8
5780,Area 51,en,305,4.4
5781,The Men Who Stare at Goats,en,1446,5.9
5782,The Damned United,en,359,7.3
5783,Great Expectations,en,286,6.6
5784,In This Corner of the World,ja,242,8.1
5785,The Experiment,en,672,6.5
5786,The Haunting,en,292,7.3
5787,Hollow Point,en,9,5.3
5788,Chalet Girl,en,444,6.4
5789,Rigodon,en,8,6.7
5790,Cabin Fever 2: Spring Fever,en,192,4.5
5791,Life Itself,en,193,7.1
5792,Return of the Living Dead 3,en,202,6
5793,Robinson Crusoe,en,111,5.9
5794,Final Score,en,178,6
5795,Everybody Knows,es,558,6.5
5796,The Best of Me,en,1774,7.4
5797,The Machine,en,510,6
5798,Holes,en,788,6.8
5799,Cube Zero,en,584,5.7
5800,Futurama: Bender's Big Score,en,373,7.4
5801,Final Kill,en,2,5
5802,Mama,en,2761,6.1
5803,My Sassy Girl,ko,305,7.5
5804,Wrong Turn 6: Last Resort,en,378,4.9
5805,Martha Marcy May Marlene,en,448,6.7
5806,Don't Knock Twice,en,402,5.1
5807,Assault on Precinct 13,en,511,7.3
5808,Wasabi,fr,665,6.4
5809,The Outsider,en,312,6.2
5810,Molly: An American Girl on the Home Front,en,10,6.3
5811,Shrek the Halls,en,468,6.2
5812,Heaven,en,138,6.7
5813,Appleseed,ja,188,6.8
5814,Hot Bubblegum,he,30,6.6
5815,Midnight Run,en,496,7.2
5816,Bad Samaritan,en,286,6.6
5817,Vox Lux,en,219,5.9
5818,The Red Pill,en,100,7.7
5819,Patient Zero,en,158,4.7
5820,El Mariachi,es,526,6.6
5821,Gotti,en,344,5.3
5822,Naked,en,241,7.5
5824,Firefox,en,260,6.1
5825,Ella Bella Bingo,no,1,8
5826,Quiz Show,en,490,7.3
5827,The Mosquito Coast,en,246,6.5
5828,Major League II,en,157,5.5
5829,Bugsy,en,170,6.4
5830,Michael Collins,en,231,7
5831,The Devil's Backbone,es,621,7.3
5832,Battlestar Galactica: The Plan,en,227,6.7
5833,Garden State,en,1112,7.2
5834,Friday,en,940,7.1
5835,Fried Green Tomatoes,en,738,7.7
5836,Capitalism: A Love Story,en,333,7.2
5837,Apt Pupil,en,325,6.5
5838,The Counterfeiters,de,277,7.4
5839,HOUBA! On the Trail of the Marsupilami,fr,566,5.2
5840,The Shaggy Dog,en,366,4.8
5841,Jackass Number Two,en,594,6.3
5842,Prince of Darkness,en,443,6.8
5843,Hellraiser III: Hell on Earth,en,339,5.5
5844,The Healer,en,139,6.8
5845,Love Is All You Need,da,172,5.9
5846,Jawbreaker,en,234,5.9
5847,Man on Wire,en,535,7.5
5848,Lilya 4-ever,sv,274,7.8
5849,Boomerang,en,302,5.5
5850,Tales of Halloween,en,245,5.4
5851,Otherhood,en,241,6.1
5852,Henry & June,en,95,6.4
5853,Under Suspicion,en,241,6.2
5854,Kika,es,133,6.9
5855,Detective Conan: Skyscraper on a Timer,ja,88,7.2
5856,College Road Trip,en,206,5.3
5857,Airport '77,en,131,5.7
5858,Cach?,fr,515,7.2
5859,The Cheetah Girls,en,271,5.6
5860,Finding Your Feet,en,89,7.2
5861,Ultimate Avengers,en,180,6.6
5862,Memphis Belle,en,199,6.7
5863,In the Fade,de,464,7
5864,Big Daddy,en,1991,6.4
5865,White Heat,en,205,7.7
5866,Jobs,en,1773,6.1
5867,Josie and the Pussycats,en,159,5.5
5868,Escape to Victory,en,444,6.8
5869,Reality Bites,en,399,6.6
5870,Bonnie and Clyde,en,823,7.6
5871,Zapped,en,366,6.1
5872,What to Expect When You're Expecting,en,1297,6
5873,The Party,en,380,7.4
5874,Lifeboat,en,219,7.5
5875,Billionaire Boys Club,en,200,5.5
5876,Keeping Mum,en,308,6.6
5877,The Double,en,391,5.8
5878,Paranormal Activity 3,en,1384,5.9
5879,Juliet of the Spirits,it,128,7.5
5880,Vanity Fair,pt,198,5.8
5881,Wonderland,en,146,6.2
5882,Let It Snow,en,637,6.1
5883,The Apparition,en,257,4.3
5884,EVA,es,238,6.4
5885,The Stepfather,en,464,5.7
5886,Sultan,hi,123,7.1
5887,The Bag Man,en,203,5.3
5888,The Postman Always Rings Twice,en,149,7.3
5889,Igby Goes Down,en,163,6.6
5890,Mary Shelley,en,562,7
5891,Beethoven's 2nd,en,520,5.3
5892,Final Analysis,en,132,5.7
5893,Tom and Jerry: The Magic Ring,en,135,6.4
5894,Drop Zone,en,196,5.5
5895,12 Rounds 3: Lockdown,en,81,5.3
5896,Confessions,ja,460,7.6
5897,The Changeling,en,266,7
5898,Chaos Theory,en,220,6.2
5899,Cannonball Run II,en,151,5.4
5900,Tremors: A Cold Day in Hell,en,150,5.6
5901,An American Girl: Saige Paints the Sky,en,14,6.8
5902,Sorry if I Love You,it,435,5.4
5903,Viking,ru,91,5
5904,The Lion in Winter,en,161,7.6
5905,Northanger Abbey,en,159,6.8
5906,The Genesis Children,en,3,7
5907,A Short Film About Love,pl,145,8
5908,The Spanish Apartment,fr,631,7.2
5909,Batman vs. Teenage Mutant Ninja Turtles,en,150,7
5910,Wayne's World 2,en,581,6
5911,Natale in Sudafrica,it,222,4.4
5912,Julia's Eyes,es,482,6.7
5913,Casualties of War,en,394,7.1
5914,My Super Ex-Girlfriend,en,895,4.9
5915,Birthday Girl,en,227,6
5916,Dude,en,586,5.6
5917,Thesis,es,359,7.3
5918,Sheena,en,59,5.3
5919,Trade,en,134,6.9
5920,Animal House,en,873,7.1
5921,Control,en,443,7.6
5922,You Can Count on Me,en,163,6.9
5923,Analyze That,en,729,5.8
5924,A Serious Man,en,1144,6.8
5925,Beneath Us,en,12,6.7
5926,The Mighty Ducks,en,422,6.5
5927,The Magdalene Sisters,en,203,7.6
5928,Buried,en,1703,6.6
5929,La Jet?e,fr,379,8
5930,Kind Hearts and Coronets,en,228,7.8
5931,House of the Dead,en,207,2.9
5932,Jeremiah Johnson,en,290,7.4
5933,White Snake,zh,35,7.9
5934,The Company Men,en,406,6.5
5935,The Killing,en,741,7.7
5936,Woody Woodpecker,en,181,5.8
5937,Polisse,fr,764,7.8
5938,Restless,en,283,6.5
5939,Forgotten,ko,250,7.9
5940,[REC],es,2349,7.1
5941,The Lion Guard: Return of the Roar,en,109,6
5942,Recess: School's Out,en,180,6.3
5943,Nosferatu the Vampyre,de,361,7.5
5944,Benji,en,164,7
5945,Black Sheep,en,203,6
5946,The Savages,en,198,6.9
5947,Sex and Zen II,cn,11,6.4
5948,Fire Down Below,en,169,5.1
5949,Teeth,en,408,5.2
5950,Time Lapse,en,709,6.5
5951,The Thieves,ko,139,6.8
5952,Sleep Tight,es,491,7
5953,Gamer,en,1428,5.7
5954,Aquamarine,en,904,6
5955,Live Flesh,es,259,7.1
5956,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,en,52,7.5
5957,Angel of Mine,en,89,6.3
5958,The Musketeer,en,120,5.3
5959,The Report,en,367,7.1
5960,X+Y,en,355,6.7
5961,CBGB,en,76,6.5
5962,Camp Rock 2: The Final Jam,en,1035,6.2
5963,Inside,fr,383,6.8
5964,R.A.I.D. Special Unit,fr,624,5.9
5965,Inconceivable,en,176,5.6
5966,Dead Man's Shoes,en,297,7.1
5967,Cop Car,en,510,5.8
5968,Trauma Center,en,72,5.1
5969,The Vikings,en,133,7.2
5970,The Sisterhood of the Traveling Pants,en,886,6.5
5971,Don't Tell Mom the Babysitter's Dead,en,214,6
5972,Picture of Beauty,en,10,5.3
5973,Valhalla Rising,en,669,6.1
5974,Balloon,de,168,7.7
5975,A Futile and Stupid Gesture,en,174,6.6
5976,The 36th Chamber of Shaolin,cn,166,7.6
5977,Ratter,en,224,5
5978,The Double,en,618,6.6
5979,The Tall Blond Man with One Black Shoe,fr,208,6.9
5980,Mara,en,176,5.4
5981,She's Out of My League,en,1144,6.1
5982,The House of the Spirits,en,341,6.8
5983,Zeitgeist: Addendum,en,133,7.3
5984,Crooked House,en,464,6.4
5985,Drishyam,hi,156,7.9
5986,The Arrival,en,371,6.2
5987,Would You Rather,en,542,5.8
5988,Super Size Me,en,1014,6.7
5989,Mildred Pierce,en,175,7.8
5990,Once Upon a Time in Venice,en,354,5.2
5991,Everything Must Go,en,339,6
5992,Abduction,en,2028,5.8
5993,Scooby-Doo and the Alien Invaders,en,147,6.6
5994,The Stoning of Soraya M.,en,122,7.9
5995,The Rocky Horror Picture Show: Let's Do the Time Warp Again,en,131,5.3
5996,The United States of Leland,en,170,6.7
5997,The Rum Diary,en,736,5.8
5998,The Jane Austen Book Club,en,243,6.5
5999,Intolerance: Love's Struggle Throughout the Ages,en,153,7.5
6000,Custody,fr,342,7.6
6001,Twins,en,1231,5.9
6002,Some Kind of Beautiful,en,384,5.6
6003,Belle's Magical World,en,284,6.2
6004,Bowling for Columbine,en,914,7.6
6005,Kirikou and the Sorceress,fr,721,7.3
6006,Wristcutters: A Love Story,en,301,7
6007,Little Manhattan,en,429,6.9
6008,The Long Good Friday,en,146,7.3
6009,Mom or Dad?,it,447,5.9
6010,Man with a Movie Camera,ru,298,8
6011,Serendipity,en,1130,6.8
6012,Brimstone,en,566,7.1
6013,The Old Man & the Gun,en,777,6.3
6014,Problem Child 2,en,296,5.6
6015,Mother Theory,ko,1,7
6016,Living in Oblivion,en,127,7.3
6017,Trust,en,630,6.6
6018,Stone,en,397,5.3
6019,Falcon Rising,en,144,5.8
6020,Highlander: Endgame,en,208,4.6
6021,One Missed Call,en,360,4.8
6022,North Country,en,295,7
6023,Barbie & Her Sisters in a Puppy Chase,en,47,6.6
6024,The Innkeepers,en,356,5.5
6025,Dolores Claiborne,en,375,7.2
6026,Three Colors: White,fr,534,7.6
6027,In America,en,180,7.3
6028,Bubble Boy,en,329,5.4
6029,License to Drive,en,181,6.3
6030,Synecdoche, New York,en,684,7.6
6031,The Indian in the Cupboard,en,314,6.1
6032,Kim Possible Movie: So the Drama,en,101,6.9
6033,Shoot 'Em Up,en,1078,6.4
6034,The DUFF,en,3339,6.8
6035,Rabbit Without Ears,de,217,6.2
6036,EXIT,ko,37,7.6
6037,Nick and Norah's Infinite Playlist,en,803,6.4
6038,Going Places,fr,191,7.1
6039,The Warrior's Way,en,236,6.1
6040,Sophie's Choice,en,451,7.5
6041,The Lady Vanishes,en,385,7.6
6042,X-Rated 2: The Greatest Adult Stars of All-Time,en,23,4.7
6043,Almost Love,en,2,7.5
6044,Behind the Candelabra,en,507,6.7
6045,Honey 2,en,275,6.4
6046,Mickey's Twice Upon a Christmas,en,212,7
6047,Glory,en,737,7.5
6048,Universal Soldier: Day of Reckoning,en,220,5.3
6049,Tenet,en,0,0
6050,Hardball,en,279,6.5
6051,Sweetheart,fr,146,6.7
6052,Altered States,en,331,6.7
6053,Hick,en,275,5.7
6054,The Greatest Game Ever Played,en,224,7
6055,Revenge,en,200,6.4
6056,The Gendarme and the Gendarmettes,fr,305,6.1
6057,Trouble,en,9,4.6
6058,Cowspiracy: The Sustainability Secret,en,271,7.9
6059,Meet the Blacks,en,178,4.6
6060,Little Big Soldier,zh,139,6.8
6061,Mesrine: Public Enemy #1,fr,505,7.4
6062,Adaptation.,en,1372,7.4
6063,Get Carter,en,222,7.1
6064,Superman/Batman: Apocalypse,en,347,7
6065,Batman Beyond: Return of the Joker,en,374,7.5
6066,Woodstock,en,138,7.5
6067,Post Grad,en,185,5
6068,The Getaway,en,257,7.1
6069,King of New York,en,262,6.7
6070,Europa,de,144,7.4
6071,Husbands and Wives,en,209,7.1
6072,Ghost,en,0,0
6073,Remember Me, My Love,it,149,5.9
6074,The Draughtsman's Contract,en,94,7.1
6075,Stronger,en,923,7
6076,Severance,en,306,6.3
6077,Taxi 5,fr,554,5.5
6078,The Land Before Time IX: Journey to Big Water,en,139,6.1
6079,The Nutty Professor,en,193,6.7
6080,Woman in the Dunes,ja,176,8.3
6081,The Diary of a Teenage Girl,en,516,6.7
6082,Our Kind of Traitor,en,313,6
6083,The White Ribbon,de,537,7.5
6084,Grumpy Old Men,en,333,6.7
6085,The House of the Devil,en,381,6.2
6086,Starman,en,416,6.8
6087,Who's Afraid of Virginia Woolf?,en,411,7.9
6088,Come Kiss Me at 0:00 AM,ja,1,1
6089,Dragon Blade,zh,286,6
6090,Open Range,en,542,7.1
6091,Boruto: Naruto the Movie,ja,346,7.7
6092,Into the Forest,en,399,5.8
6093,Four Sisters and a Wedding,tl,4,6
6094,Untitled WB Event Film #2,en,0,0
6095,This Must Be the Place,en,714,7
6096,En Thangai Kalyani,ta,1,5
6097,The Birdcage,en,625,7
6098,Doraemon: Nobita's Chronicle of the Moon Exploration,ja,9,8.1
6099,Doctor Strange,en,154,6.3
6100,Act of Valor,en,656,6.3
6101,Diary of a Wimpy Kid,en,879,6
6102,Unfaithful,en,671,6.4
6103,Let It Shine,en,151,6.5
6104,The Informant!,en,534,6.2
6105,Barbershop,en,244,6.2
6106,Howl,en,247,5.2
6107,Fighting,en,396,5.7
6108,American Satan,en,71,5.9
6109,Admission,en,424,5.5
6110,The Wild Thornberrys Movie,en,127,5.9
6111,Once Upon a Time in China III,cn,88,6.7
6112,Big Time Adolescence,en,19,6.4
6113,The Beach Bum,en,181,5.3
6114,Tarung Sarung,id,0,0
6115,Ring of the Nibelungs,en,71,6.6
6116,Frozen,en,1159,5.8
6117,Like Stars on Earth,hi,483,8
6118,Butterfly on a Wheel,en,295,6.5
6119,Hellraiser: Bloodline,en,232,5.1
6120,The Diary of Anne Frank,en,167,7.2
6121,P Storm,cn,7,8.1
6122,Uri: The Surgical Strike,hi,74,7.3
6123,Mermaids,en,262,6.7
6124,The Score,en,892,6.7
6125,Chopper,en,195,6.8
6126,The Vanishing,en,249,6
6127,The Trust,en,284,5
6128,Grabbers,en,232,6.1
6129,Field of Dreams,en,779,7.2
6130,Blow-Up,en,620,7.5
6131,Son of a Gun,en,457,6.2
6132,X-Men: The Mutant Watch,en,93,6.6
6133,Unicorn Store,en,563,6.1
6134,Thoroughbreds,en,524,6.3
6135,Barbie in Rock 'N Royals,en,97,6.6
6136,John Dies at the End,en,423,6.3
6137,The Verdict,en,280,7.4
6138,Love Story,en,335,6.7
6139,Awakenings,en,1352,7.8
6140,Free Willy 2: The Adventure Home,en,319,5.7
6141,Animal Kingdom,en,469,6.8
6142,Labor Pains,en,264,5.3
6143,The Souvenir,en,68,6.4
6144,My Brother's Wife,es,34,5.4
6145,The Heartbreak Kid,en,926,5.6
6146,Manderlay,da,170,7
6147,How Do You Know,en,550,5.2
6148,Barbie: A Perfect Christmas,en,151,6
6149,Lucky,en,272,7.4
6150,The Second Best Exotic Marigold Hotel,en,461,6.4
6151,Chatroom,en,206,6.1
6152,Undisputed II: Last Man Standing,en,304,7
6153,Jodhaa Akbar,hi,150,7.6
6154,Riley's First Date?,en,369,7.2
6155,The Forger,en,215,5.7
6156,Fortress 2,en,94,4.7
6157,Maurice,en,178,7.6
6158,Antebellum,en,0,0
6159,Bikeman 2,th,2,6.8
6160,Sympathy for Mr. Vengeance,ko,691,7.5
6161,Your Highness,en,818,5.3
6162,Honeymoon,en,408,5.4
6163,A Night of Horror: Nightmare Radio,en,6,5.8
6164,The Descendants,en,1729,6.8
6165,The Jerk,en,477,7.1
6166,First Snow,en,78,6.1
6167,Just Cause,en,246,6.2
6168,A Man for All Seasons,en,207,7.6
6169,American Pastoral,en,417,6.1
6170,A Room with a View,en,377,7.1
6171,They Call Me Jeeg,it,1722,7.5
6172,The Swan Princess: Escape from Castle Mountain,en,208,6
6173,Dobermann,fr,255,6.7
6174,Taxi, what's your name?,vi,4,7.3
6175,Conquest of the Planet of the Apes,en,430,6.2
6176,Flirting Scholar from the Future,zh,0,0
6177,From Dusk Till Dawn 3: The Hangman's Daughter,en,173,4.7
6178,Beanpole,ru,74,7.6
6179,Book Club,en,426,6.1
6180,Art History,en,7,5.4
6181,Jackass 3.5,en,316,6.1
6182,Office Christmas Party,en,1366,5.6
6183,Jan Dara: The Beginning,th,9,6.2
6184,Rio Bravo,en,586,7.9
6185,Scooby-Doo! WrestleMania Mystery,en,103,6.4
6186,The Way Back,en,889,6.9
6187,The Knight Before Christmas,en,539,6.5
6188,Hunt for the Wilderpeople,en,1098,7.8
6189,The Inventor: Out for Blood in Silicon Valley,en,82,7.3
6190,Hearts Beat Loud,en,123,7.4
6191,Another Year,en,180,6.9
6192,Momentum,en,321,5.8
6193,The Greatest Show on Earth,en,110,6.4
6194,3000 Miles to Graceland,en,333,5.7
6195,Captive,en,139,5.6
6196,Alice,cs,160,7.7
6197,Oliver Twist,en,100,7.4
6198,Barbershop: The Next Cut,en,285,6.1
6199,Sudden Death,en,350,5.7
6200,The Golden Glove,de,110,7.1
6201,Loving,en,621,6.7
6202,Daughter of Darkness 2,en,4,4.8
6203,Once Upon a Time in Anatolia,tr,222,7.6
6204,A Better Tomorrow II,cn,98,7.2
6205,Children of the Sea,ja,48,6.4
6206,A Monster in Paris,fr,695,6.6
6207,Human Traffic,en,179,6.8
6208,Dagon,en,154,6.3
6209,Amazing Grace,en,164,6.9
6210,The Immigrant,en,511,6.3
6211,Imitation of Life,en,127,7.5
6212,Plus One,en,73,7
6213,Son of Saul,hu,617,7.2
6214,Into the Storm,en,1326,5.9
6215,The Broken Circle Breakdown,nl,685,7.8
6216,Whip It,en,702,6.7
6217,Welcome to the Rileys,en,268,6.6
6218,The Sucker,fr,331,7.4
6219,District B13,fr,1071,6.6
6220,LEGO DC: Batman - Family Matters,en,25,6
6221,Death to Smoochy,en,223,6
6222,Lifted,en,417,7.6
6223,Barbarella,en,311,5.8
6224,Boychoir,en,167,6.8
6225,Surf's Up,en,1476,6.2
6226,Lucy in the Sky,en,30,5.1
6227,The Lawnmower Man,en,390,5.5
6228,[REC]? Genesis,es,794,4.9
6229,Dear John,en,3043,6.8
6230,My Girl 2,en,248,5.7
6231,Gentleman's Agreement,en,111,7.2
6232,Blackway,en,224,5.1
6233,Swiss Army Man,en,2089,6.9
6234,Ghost Dog: The Way of the Samurai,en,635,7.3
6235,Oscar,en,280,6.3
6236,Wolf Creek 2,en,298,6.1
6237,The Matrix Revisited,en,118,6.9
6238,The Express,en,133,7.1
6239,Justice League Dark: Apokolips War,en,0,0
6240,The Road Within,en,243,6.9
6241,Knock on Wood,fr,300,7
6242,Life As We Know It,en,2048,6.8
6243,3 from Hell,en,126,6
6244,Keeping the Faith,en,345,6
6245,Extremely Loud & Incredibly Close,en,1390,7
6246,Stratton,en,131,4.9
6247,Ice Age: A Mammoth Christmas,en,356,6.2
6248,You're Not You,en,509,7.4
6249,Reds,en,153,7.2
6250,Crocodile 2: Death Swamp,en,34,3.8
6251,Digimon: The Movie,en,172,6.5
6252,7 Days in Entebbe,en,234,5.8
6253,The Sacrament,en,230,5.7
6254,Captive State,en,456,5.4
6255,Critters 4,en,126,4.5
6256,Facing the Giants,en,179,7.1
6257,Errementari: The Blacksmith and the Devil,eu,260,6.2
6258,Bel Ami,en,350,5.2
6259,Miss & Mrs. Cops,ko,13,7.6
6260,Shark Bait,en,158,5.1
6261,Wicked Deeds,en,3,7.3
6262,Supernova,en,190,4.9
6263,Cabbage Soup,fr,504,6.4
6264,Fyre Fraud,en,99,6.1
6265,My Bloody Valentine,en,654,5.4
6266,Primary Colors,en,174,6.3
6267,Atlantics,fr,70,6.8
6268,Fist Fight,en,789,6
6269,Spider,en,388,6.6
6270,Vampire Hunter D,ja,139,6.8
6271,The Last Black Man in San Francisco,en,95,7.4
6272,Quarantine 2: Terminal,en,281,5.5
6273,Bambi II,en,543,6.2
6274,War Room,en,203,7.7
6275,Showtime,en,549,5.4
6276,Nothing to Declare,fr,717,5.8
6277,Sharknado 5: Global Swarming,en,173,4.5
6278,You're Bacon Me Crazy,en,1,10
6279,Someone, Somewhere,fr,199,6.6
6280,24 Hours to Live,en,364,5.7
6281,22 Bullets,fr,598,6.5
6282,Sleuth,en,290,7.7
6283,Diabolique,fr,452,7.9
6284,Love Potion No. 9,en,116,5.7
6285,Fools Rush In,en,248,6.1
6286,Maggie's Plan,en,243,5.8
6287,Antitrust,en,290,6.1
6288,Reindeer Games,en,356,5.6
6289,Lone Star,en,164,7.1
6290,Dragons: Rescue Riders: Hunt for the Golden Dragon,en,0,0
6291,Bowfinger,en,482,6.1
6292,Duel,en,921,7.4
6293,The Secret of My Success,en,307,6.3
6294,Black Death,en,490,6
6295,Plan 9 from Outer Space,en,279,4.2
6296,A Perfect Getaway,en,731,6.3
6297,Monsters: Dark Continent,en,163,4.4
6298,Seven Brides for Seven Brothers,en,298,7.3
6299,Primal Rage,en,62,5.2
6300,October Sky,en,596,7.5
6301,D.E.B.S.,en,238,5.9
6302,Barbie: A Fairy Secret,en,246,6.4
6303,Short Cuts,en,290,7.3
6304,Captain Ron,en,166,5.6
6305,Private Parts,en,192,6.7
6306,A Close Shave,en,428,7.5
6307,Sanjuro,ja,265,8.1
6308,The Quick and the Dead,en,926,6.4
6309,The Good Son,en,475,6.4
6310,Singles,en,195,6.6
6311,Bill & Ted's Excellent Adventure,en,893,6.8
6312,Philomena,en,1075,7.4
6313,Excision,en,286,6.1
6314,Scooby-Doo! Abracadabra-Doo,en,79,6.8
6315,Batman: Mask of the Phantasm,en,521,7.5
6316,Friend Request,en,884,5.5
6317,Head in the Clouds,en,105,6.1
6318,It's All Gone Pete Tong,en,94,6.9
6319,Dreamgirls,en,585,6.7
6320,Splinter,en,378,6.1
6321,Seabiscuit,en,479,7
6322,In a World...,en,347,6.4
6323,The Song of Names,en,6,7.3
6324,Dear Dictator,en,84,5.8
6325,One Piece Film: Z,ja,204,7.3
6326,Boys and Girls,en,209,5.6
6327,The Love Punch,en,263,5.8
6328,Return to Oz,en,270,6.6
6329,Gosford Park,en,560,7
6330,Daniel Isn't Real,en,32,6.4
6331,In Your Eyes,en,454,7
6332,What If,en,1327,6.7
6333,Cuban Fury,en,199,6
6334,Justice League vs. the Fatal Five,en,128,6.6
6335,Brad's Status,en,199,6.1
6336,Maximum Risk,en,238,5.5
6337,The Lost Weekend,en,252,7.7
6338,The Gold Rush,en,763,8
6339,Mistress America,en,341,6.6
6340,The Fourth Protocol,en,80,6.4
6341,Dilan 1991,id,11,6.1
6342,Used Cars,en,115,6.4
6343,The Air I Breathe,en,199,6.3
6344,Death on the Nile,en,307,7
6345,The Great Outdoors,en,281,6.5
6346,The Land Before Time XI: Invasion of the Tinysauruses,en,117,6
6347,Snow Buddies,en,120,5.5
6348,Elite Squad,pt,1137,8
6349,Sleepaway Camp,en,280,6.2
6350,The Secret: Dare to Dream,en,0,0
6351,Celeste & Jesse Forever,en,273,6.5
6352,The Ledge,en,210,6.2
6353,After Porn Ends,en,148,5.5
6354,False Colors,en,0,0
6355,Cockneys vs Zombies,en,237,5.9
6356,Run, Fatboy, Run,en,413,6.2
6357,Sanctum,en,599,5.9
6358,Welcome Home,en,171,5.2
6359,Battle,no,505,6.5
6360,Hart Beat,nl,80,6.7
6361,The Girl Who Played with Fire,sv,1010,7
6362,Mythica: The Necromancer,en,51,6.2
6363,The Matador,en,255,6.3
6364,Cashback,en,589,6.9
6365,The Astronaut's Wife,en,535,5.5
6366,Altitude,en,65,4.5
6367,Persuasion,en,123,7.1
6368,Film Stars Don't Die in Liverpool,en,95,6.6
